minimo {99999,-99999}
minimo {70316,-70316}
minimo {70315,-70315}
minimo {70314,-70314}
minimo {70313,-70313}
minimo {70312,-70312}
minimo {70311,-70311}
minimo {70310,-70310}
minimo {70309,-70309}
minimo {70308,-70308}
minimo {70307,-70307}
minimo {70306,-70306}
minimo {70305,-70305}
minimo {70304,-70304}
minimo {70303,-70303}
minimo {70302,-70302}
minimo {70301,-70301}
minimo {70300,-70300}
minimo {70299,-70299}
minimo {70298,-70298}
minimo {70297,-70297}
minimo {70296,-70296}
minimo {70295,-70295}
minimo {70294,-70294}
minimo {70293,-70293}
minimo {70292,-70292}
minimo {70291,-70291}
minimo {70290,-70290}
minimo {70289,-70289}
minimo {70288,-70288}
minimo {70287,-70287}
minimo {70286,-70286}
minimo {70285,-70285}
minimo {70284,-70284}
minimo {70283,-70283}
minimo {70282,-70282}
minimo {70281,-70281}
minimo {70280,-70280}
minimo {70279,-70279}
minimo {70278,-70278}
minimo {70277,-70277}
minimo {70276,-70276}
minimo {70275,-70275}
minimo {70274,-70274}
minimo {70273,-70273}
minimo {70272,-70272}
minimo {70271,-70271}
minimo {70270,-70270}
minimo {70269,-70269}
minimo {70268,-70268}
minimo {70267,-70267}
minimo {70266,-70266}
minimo {70265,-70265}
minimo {70264,-70264}
minimo {70263,-70263}
minimo {70262,-70262}
minimo {70261,-70261}
minimo {70260,-70260}
minimo {70259,-70259}
minimo {70258,-70258}
minimo {70257,-70257}
minimo {70256,-70256}
minimo {70255,-70255}
minimo {70254,-70254}
minimo {70253,-70253}
minimo {70252,-70252}
minimo {70251,-70251}
minimo {70250,-70250}
minimo {70249,-70249}
minimo {70248,-70248}
minimo {70247,-70247}
minimo {70246,-70246}
minimo {70245,-70245}
minimo {70244,-70244}
minimo {70243,-70243}
minimo {70242,-70242}
minimo {70241,-70241}
minimo {70240,-70240}
minimo {70239,-70239}
minimo {70238,-70238}
minimo {70237,-70237}
minimo {70236,-70236}
minimo {70235,-70235}
minimo {70234,-70234}
minimo {70233,-70233}
minimo {70232,-70232}
minimo {70231,-70231}
minimo {70230,-70230}
minimo {70229,-70229}
minimo {70228,-70228}
minimo {70227,-70227}
minimo {70226,-70226}
minimo {70225,-70225}
minimo {70224,-70224}
minimo {70223,-70223}
minimo {70222,-70222}
minimo {70221,-70221}
minimo {70220,-70220}
minimo {70219,-70219}
minimo {70218,-70218}
minimo {70217,-70217}
minimo {70216,-70216}
minimo {70215,-70215}
minimo {70214,-70214}
minimo {70213,-70213}
minimo {70212,-70212}
minimo {70211,-70211}
minimo {70210,-70210}
minimo {70209,-70209}
minimo {70208,-70208}
minimo {70207,-70207}
minimo {70206,-70206}
minimo {70205,-70205}
minimo {70204,-70204}
minimo {70203,-70203}
minimo {70202,-70202}
minimo {70201,-70201}
minimo {70200,-70200}
minimo {70199,-70199}
minimo {70198,-70198}
minimo {70197,-70197}
minimo {70196,-70196}
minimo {70195,-70195}
minimo {70194,-70194}
minimo {70193,-70193}
minimo {70192,-70192}
minimo {70191,-70191}
minimo {70190,-70190}
minimo {70189,-70189}
minimo {70188,-70188}
minimo {70187,-70187}
minimo {70186,-70186}
minimo {70185,-70185}
minimo {70184,-70184}
minimo {70183,-70183}
minimo {70182,-70182}
minimo {70181,-70181}
minimo {70180,-70180}
minimo {70179,-70179}
minimo {70178,-70178}
minimo {70177,-70177}
minimo {70176,-70176}
minimo {70175,-70175}
minimo {70174,-70174}
minimo {70173,-70173}
minimo {70172,-70172}
minimo {70171,-70171}
minimo {70170,-70170}
minimo {70169,-70169}
minimo {70168,-70168}
minimo {70167,-70167}
minimo {70166,-70166}
minimo {70165,-70165}
minimo {70164,-70164}
minimo {70163,-70163}
minimo {70162,-70162}
minimo {70161,-70161}
minimo {70160,-70160}
minimo {70159,-70159}
minimo {70158,-70158}
minimo {70157,-70157}
minimo {70156,-70156}
minimo {70155,-70155}
minimo {70154,-70154}
minimo {70153,-70153}
minimo {70152,-70152}
minimo {70151,-70151}
minimo {70150,-70150}
minimo {70149,-70149}
minimo {70148,-70148}
minimo {70147,-70147}
minimo {70146,-70146}
minimo {70145,-70145}
minimo {70144,-70144}
minimo {70143,-70143}
minimo {70142,-70142}
minimo {70141,-70141}
minimo {70140,-70140}
minimo {70139,-70139}
minimo {70138,-70138}
minimo {70137,-70137}
minimo {70136,-70136}
minimo {70135,-70135}
minimo {70134,-70134}
minimo {70133,-70133}
minimo {70132,-70132}
minimo {70131,-70131}
minimo {70130,-70130}
minimo {70129,-70129}
minimo {70128,-70128}
minimo {70127,-70127}
minimo {70126,-70126}
minimo {70125,-70125}
minimo {70124,-70124}
minimo {70123,-70123}
minimo {70122,-70122}
minimo {70121,-70121}
minimo {70120,-70120}
minimo {70119,-70119}
minimo {70118,-70118}
minimo {70117,-70117}
minimo {70116,-70116}
minimo {70115,-70115}
minimo {70114,-70114}
minimo {70113,-70113}
minimo {70112,-70112}
minimo {70111,-70111}
minimo {70110,-70110}
minimo {70109,-70109}
minimo {70108,-70108}
minimo {70107,-70107}
minimo {70106,-70106}
minimo {70105,-70105}
minimo {70104,-70104}
minimo {70103,-70103}
minimo {70102,-70102}
minimo {70101,-70101}
minimo {70100,-70100}
minimo {70099,-70099}
minimo {70098,-70098}
minimo {70097,-70097}
minimo {70096,-70096}
minimo {70095,-70095}
minimo {70094,-70094}
minimo {70093,-70093}
minimo {70092,-70092}
minimo {70091,-70091}
minimo {70090,-70090}
minimo {70089,-70089}
minimo {70088,-70088}
minimo {70087,-70087}
minimo {70086,-70086}
minimo {70085,-70085}
minimo {70084,-70084}
minimo {70083,-70083}
minimo {70082,-70082}
minimo {70081,-70081}
minimo {70080,-70080}
minimo {70079,-70079}
minimo {70078,-70078}
minimo {70077,-70077}
minimo {70076,-70076}
minimo {70075,-70075}
minimo {70074,-70074}
minimo {70073,-70073}
minimo {70072,-70072}
minimo {70071,-70071}
minimo {70070,-70070}
minimo {70069,-70069}
minimo {70068,-70068}
minimo {70067,-70067}
minimo {70066,-70066}
minimo {70065,-70065}
minimo {70064,-70064}
minimo {70063,-70063}
minimo {70062,-70062}
minimo {70061,-70061}
minimo {70060,-70060}
minimo {70059,-70059}
minimo {70058,-70058}
minimo {70057,-70057}
minimo {70056,-70056}
minimo {70055,-70055}
minimo {70054,-70054}
minimo {70053,-70053}
minimo {70052,-70052}
minimo {70051,-70051}
minimo {70050,-70050}
minimo {70049,-70049}
minimo {70048,-70048}
minimo {70047,-70047}
minimo {70046,-70046}
minimo {70045,-70045}
minimo {70044,-70044}
minimo {70043,-70043}
minimo {70042,-70042}
minimo {70041,-70041}
minimo {70040,-70040}
minimo {70039,-70039}
minimo {70038,-70038}
minimo {70037,-70037}
minimo {70036,-70036}
minimo {70035,-70035}
minimo {70034,-70034}
minimo {70033,-70033}
minimo {70032,-70032}
minimo {70031,-70031}
minimo {70030,-70030}
minimo {70029,-70029}
minimo {70028,-70028}
minimo {70027,-70027}
minimo {70026,-70026}
minimo {70025,-70025}
minimo {70024,-70024}
minimo {70023,-70023}
minimo {70022,-70022}
minimo {70021,-70021}
minimo {70020,-70020}
minimo {70019,-70019}
minimo {70018,-70018}
minimo {70017,-70017}
minimo {70016,-70016}
minimo {70015,-70015}
minimo {70014,-70014}
minimo {70013,-70013}
minimo {70012,-70012}
minimo {70011,-70011}
minimo {70010,-70010}
minimo {70009,-70009}
minimo {70008,-70008}
minimo {70007,-70007}
minimo {70006,-70006}
minimo {70005,-70005}
minimo {70004,-70004}
minimo {70003,-70003}
minimo {70002,-70002}
minimo {70001,-70001}
minimo {70000,-70000}
minimo {69999,-69999}
minimo {69998,-69998}
minimo {69997,-69997}
minimo {69996,-69996}
minimo {69995,-69995}
minimo {69994,-69994}
minimo {69993,-69993}
minimo {69992,-69992}
minimo {69991,-69991}
minimo {69990,-69990}
minimo {69989,-69989}
minimo {69988,-69988}
minimo {69987,-69987}
minimo {69986,-69986}
minimo {69985,-69985}
minimo {69984,-69984}
minimo {69983,-69983}
minimo {69982,-69982}
minimo {69981,-69981}
minimo {69980,-69980}
minimo {69979,-69979}
minimo {69978,-69978}
minimo {69977,-69977}
minimo {69976,-69976}
minimo {69975,-69975}
minimo {69974,-69974}
minimo {69973,-69973}
minimo {69972,-69972}
minimo {69971,-69971}
minimo {69970,-69970}
minimo {69969,-69969}
minimo {69968,-69968}
minimo {69967,-69967}
minimo {69966,-69966}
minimo {69965,-69965}
minimo {69964,-69964}
minimo {69963,-69963}
minimo {69962,-69962}
minimo {69961,-69961}
minimo {69960,-69960}
minimo {69959,-69959}
minimo {69958,-69958}
minimo {69957,-69957}
minimo {69956,-69956}
minimo {69955,-69955}
minimo {69954,-69954}
minimo {69953,-69953}
minimo {69952,-69952}
minimo {69951,-69951}
minimo {69950,-69950}
minimo {69949,-69949}
minimo {69948,-69948}
minimo {69947,-69947}
minimo {69946,-69946}
minimo {69945,-69945}
minimo {69944,-69944}
minimo {69943,-69943}
minimo {69942,-69942}
minimo {69941,-69941}
minimo {69940,-69940}
minimo {69939,-69939}
minimo {69938,-69938}
minimo {69937,-69937}
minimo {69936,-69936}
minimo {69935,-69935}
minimo {69934,-69934}
minimo {69933,-69933}
minimo {69932,-69932}
minimo {69931,-69931}
minimo {69930,-69930}
minimo {69929,-69929}
minimo {69928,-69928}
minimo {69927,-69927}
minimo {69926,-69926}
minimo {69925,-69925}
minimo {69924,-69924}
minimo {69923,-69923}
minimo {69922,-69922}
minimo {69921,-69921}
minimo {69920,-69920}
minimo {69919,-69919}
minimo {69918,-69918}
minimo {69917,-69917}
minimo {69916,-69916}
minimo {69915,-69915}
minimo {69914,-69914}
minimo {69913,-69913}
minimo {69912,-69912}
minimo {69911,-69911}
minimo {69910,-69910}
minimo {69909,-69909}
minimo {69908,-69908}
minimo {69907,-69907}
minimo {69906,-69906}
minimo {69905,-69905}
minimo {69904,-69904}
minimo {69903,-69903}
minimo {69902,-69902}
minimo {69901,-69901}
minimo {69900,-69900}
minimo {69899,-69899}
minimo {69898,-69898}
minimo {69897,-69897}
minimo {69896,-69896}
minimo {69895,-69895}
minimo {69894,-69894}
minimo {69893,-69893}
minimo {69892,-69892}
minimo {69891,-69891}
minimo {69890,-69890}
minimo {69889,-69889}
minimo {69888,-69888}
minimo {69887,-69887}
minimo {69886,-69886}
minimo {69885,-69885}
minimo {69884,-69884}
minimo {69883,-69883}
minimo {69882,-69882}
minimo {69881,-69881}
minimo {69880,-69880}
minimo {69879,-69879}
minimo {69878,-69878}
minimo {69877,-69877}
minimo {69876,-69876}
minimo {69875,-69875}
minimo {69874,-69874}
minimo {69873,-69873}
minimo {69872,-69872}
minimo {69871,-69871}
minimo {69870,-69870}
minimo {69869,-69869}
minimo {69868,-69868}
minimo {69867,-69867}
minimo {69866,-69866}
minimo {69865,-69865}
minimo {69864,-69864}
minimo {69863,-69863}
minimo {69862,-69862}
minimo {69861,-69861}
minimo {69860,-69860}
minimo {69859,-69859}
minimo {69858,-69858}
minimo {69857,-69857}
minimo {69856,-69856}
minimo {69855,-69855}
minimo {69854,-69854}
minimo {69853,-69853}
minimo {69852,-69852}
minimo {69851,-69851}
minimo {69850,-69850}
minimo {69849,-69849}
minimo {69848,-69848}
minimo {69847,-69847}
minimo {69846,-69846}
minimo {69845,-69845}
minimo {69844,-69844}
minimo {69843,-69843}
minimo {69842,-69842}
minimo {69841,-69841}
minimo {69840,-69840}
minimo {69839,-69839}
minimo {69838,-69838}
minimo {69837,-69837}
minimo {69836,-69836}
minimo {69835,-69835}
minimo {69834,-69834}
minimo {69833,-69833}
minimo {69832,-69832}
minimo {69831,-69831}
minimo {69830,-69830}
minimo {69829,-69829}
minimo {69828,-69828}
minimo {69827,-69827}
minimo {69826,-69826}
minimo {69825,-69825}
minimo {69824,-69824}
minimo {69823,-69823}
minimo {69822,-69822}
minimo {69821,-69821}
minimo {69820,-69820}
minimo {69819,-69819}
minimo {69818,-69818}
minimo {69817,-69817}
minimo {69816,-69816}
minimo {69815,-69815}
minimo {69814,-69814}
minimo {69813,-69813}
minimo {69812,-69812}
minimo {69811,-69811}
minimo {69810,-69810}
minimo {69809,-69809}
minimo {69808,-69808}
minimo {69807,-69807}
minimo {69806,-69806}
minimo {69805,-69805}
minimo {69804,-69804}
minimo {69803,-69803}
minimo {69802,-69802}
minimo {69801,-69801}
minimo {69800,-69800}
minimo {69799,-69799}
minimo {69798,-69798}
minimo {69797,-69797}
minimo {69796,-69796}
minimo {69795,-69795}
minimo {69794,-69794}
minimo {69793,-69793}
minimo {69792,-69792}
minimo {69791,-69791}
minimo {69790,-69790}
minimo {69789,-69789}
minimo {69788,-69788}
minimo {69787,-69787}
minimo {69786,-69786}
minimo {69785,-69785}
minimo {69784,-69784}
minimo {69783,-69783}
minimo {69782,-69782}
minimo {69781,-69781}
minimo {69780,-69780}
minimo {69779,-69779}
minimo {69778,-69778}
minimo {69777,-69777}
minimo {69776,-69776}
minimo {69775,-69775}
minimo {69774,-69774}
minimo {69773,-69773}
minimo {69772,-69772}
minimo {69771,-69771}
minimo {69770,-69770}
minimo {69769,-69769}
minimo {69768,-69768}
minimo {69767,-69767}
minimo {69766,-69766}
minimo {69765,-69765}
minimo {69764,-69764}
minimo {69763,-69763}
minimo {69762,-69762}
minimo {69761,-69761}
minimo {69760,-69760}
minimo {69759,-69759}
minimo {69758,-69758}
minimo {69757,-69757}
minimo {69756,-69756}
minimo {69755,-69755}
minimo {69754,-69754}
minimo {69753,-69753}
minimo {69752,-69752}
minimo {69751,-69751}
minimo {69750,-69750}
minimo {69749,-69749}
minimo {69748,-69748}
minimo {69747,-69747}
minimo {69746,-69746}
minimo {69745,-69745}
minimo {69744,-69744}
minimo {69743,-69743}
minimo {69742,-69742}
minimo {69741,-69741}
minimo {69740,-69740}
minimo {69739,-69739}
minimo {69738,-69738}
minimo {69737,-69737}
minimo {69736,-69736}
minimo {69735,-69735}
minimo {69734,-69734}
minimo {69733,-69733}
minimo {69732,-69732}
minimo {69731,-69731}
minimo {69730,-69730}
minimo {69729,-69729}
minimo {69728,-69728}
minimo {69727,-69727}
minimo {69726,-69726}
minimo {69725,-69725}
minimo {69724,-69724}
minimo {69723,-69723}
minimo {69722,-69722}
minimo {69721,-69721}
minimo {69720,-69720}
minimo {69719,-69719}
minimo {69718,-69718}
minimo {69717,-69717}
minimo {69716,-69716}
minimo {69715,-69715}
minimo {69714,-69714}
minimo {69713,-69713}
minimo {69712,-69712}
minimo {69711,-69711}
minimo {69710,-69710}
minimo {69709,-69709}
minimo {69708,-69708}
minimo {69707,-69707}
minimo {69706,-69706}
minimo {69705,-69705}
minimo {69704,-69704}
minimo {69703,-69703}
minimo {69702,-69702}
minimo {69701,-69701}
minimo {69700,-69700}
minimo {69699,-69699}
minimo {69698,-69698}
minimo {69697,-69697}
minimo {69696,-69696}
minimo {69695,-69695}
minimo {69694,-69694}
minimo {69693,-69693}
minimo {69692,-69692}
minimo {69691,-69691}
minimo {69690,-69690}
minimo {69689,-69689}
minimo {69688,-69688}
minimo {69687,-69687}
minimo {69686,-69686}
minimo {69685,-69685}
minimo {69684,-69684}
minimo {69683,-69683}
minimo {69682,-69682}
minimo {69681,-69681}
minimo {69680,-69680}
minimo {69679,-69679}
minimo {69678,-69678}
minimo {69677,-69677}
minimo {69676,-69676}
minimo {69675,-69675}
minimo {69674,-69674}
minimo {69673,-69673}
minimo {69672,-69672}
minimo {69671,-69671}
minimo {69670,-69670}
minimo {69669,-69669}
minimo {69668,-69668}
minimo {69667,-69667}
minimo {69666,-69666}
minimo {69665,-69665}
minimo {69664,-69664}
minimo {69663,-69663}
minimo {69662,-69662}
minimo {69661,-69661}
minimo {69660,-69660}
minimo {69659,-69659}
minimo {69658,-69658}
minimo {69657,-69657}
minimo {69656,-69656}
minimo {69655,-69655}
minimo {69654,-69654}
minimo {69653,-69653}
minimo {69652,-69652}
minimo {69651,-69651}
minimo {69650,-69650}
minimo {69649,-69649}
minimo {69648,-69648}
minimo {69647,-69647}
minimo {69646,-69646}
minimo {69645,-69645}
minimo {69644,-69644}
minimo {69643,-69643}
minimo {69642,-69642}
minimo {69641,-69641}
minimo {69640,-69640}
minimo {69639,-69639}
minimo {69638,-69638}
minimo {69637,-69637}
minimo {69636,-69636}
minimo {69635,-69635}
minimo {69634,-69634}
minimo {69633,-69633}
minimo {69632,-69632}
minimo {69631,-69631}
minimo {69630,-69630}
minimo {69629,-69629}
minimo {69628,-69628}
minimo {69627,-69627}
minimo {69626,-69626}
minimo {69625,-69625}
minimo {69624,-69624}
minimo {69623,-69623}
minimo {69622,-69622}
minimo {69621,-69621}
minimo {69620,-69620}
minimo {69619,-69619}
minimo {69618,-69618}
minimo {69617,-69617}
minimo {69616,-69616}
minimo {69615,-69615}
minimo {69614,-69614}
minimo {69613,-69613}
minimo {69612,-69612}
minimo {69611,-69611}
minimo {69610,-69610}
minimo {69609,-69609}
minimo {69608,-69608}
minimo {69607,-69607}
minimo {69606,-69606}
minimo {69605,-69605}
minimo {69604,-69604}
minimo {69603,-69603}
minimo {69602,-69602}
minimo {69601,-69601}
minimo {69600,-69600}
minimo {69599,-69599}
minimo {69598,-69598}
minimo {69597,-69597}
minimo {69596,-69596}
minimo {69595,-69595}
minimo {69594,-69594}
minimo {69593,-69593}
minimo {69592,-69592}
minimo {69591,-69591}
minimo {69590,-69590}
minimo {69589,-69589}
minimo {69588,-69588}
minimo {69587,-69587}
minimo {69586,-69586}
minimo {69585,-69585}
minimo {69584,-69584}
minimo {69583,-69583}
minimo {69582,-69582}
minimo {69581,-69581}
minimo {69580,-69580}
minimo {69579,-69579}
minimo {69578,-69578}
minimo {69577,-69577}
minimo {69576,-69576}
minimo {69575,-69575}
minimo {69574,-69574}
minimo {69573,-69573}
minimo {69572,-69572}
minimo {69571,-69571}
minimo {69570,-69570}
minimo {69569,-69569}
minimo {69568,-69568}
minimo {69567,-69567}
minimo {69566,-69566}
minimo {69565,-69565}
minimo {69564,-69564}
minimo {69563,-69563}
minimo {69562,-69562}
minimo {69561,-69561}
minimo {69560,-69560}
minimo {69559,-69559}
minimo {69558,-69558}
minimo {69557,-69557}
minimo {69556,-69556}
minimo {69555,-69555}
minimo {69554,-69554}
minimo {69553,-69553}
minimo {69552,-69552}
minimo {69551,-69551}
minimo {69550,-69550}
minimo {69549,-69549}
minimo {69548,-69548}
minimo {69547,-69547}
minimo {69546,-69546}
minimo {69545,-69545}
minimo {69544,-69544}
minimo {69543,-69543}
minimo {69542,-69542}
minimo {69541,-69541}
minimo {69540,-69540}
minimo {69539,-69539}
minimo {69538,-69538}
minimo {69537,-69537}
minimo {69536,-69536}
minimo {69535,-69535}
minimo {69534,-69534}
minimo {69533,-69533}
minimo {69532,-69532}
minimo {69531,-69531}
minimo {69530,-69530}
minimo {69529,-69529}
minimo {69528,-69528}
minimo {69527,-69527}
minimo {69526,-69526}
minimo {69525,-69525}
minimo {69524,-69524}
minimo {69523,-69523}
minimo {69522,-69522}
minimo {69521,-69521}
minimo {69520,-69520}
minimo {69519,-69519}
minimo {69518,-69518}
minimo {69517,-69517}
minimo {69516,-69516}
minimo {69515,-69515}
minimo {69514,-69514}
minimo {69513,-69513}
minimo {69512,-69512}
minimo {69511,-69511}
minimo {69510,-69510}
minimo {69509,-69509}
minimo {69508,-69508}
minimo {69507,-69507}
minimo {69506,-69506}
minimo {69505,-69505}
minimo {69504,-69504}
minimo {69503,-69503}
minimo {69502,-69502}
minimo {69501,-69501}
minimo {69500,-69500}
minimo {69499,-69499}
minimo {69498,-69498}
minimo {69497,-69497}
minimo {69496,-69496}
minimo {69495,-69495}
minimo {69494,-69494}
minimo {69493,-69493}
minimo {69492,-69492}
minimo {69491,-69491}
minimo {69490,-69490}
minimo {69489,-69489}
minimo {69488,-69488}
minimo {69487,-69487}
minimo {69486,-69486}
minimo {69485,-69485}
minimo {69484,-69484}
minimo {69483,-69483}
minimo {69482,-69482}
minimo {69481,-69481}
minimo {69480,-69480}
minimo {69479,-69479}
minimo {69478,-69478}
minimo {69477,-69477}
minimo {69476,-69476}
minimo {69475,-69475}
minimo {69474,-69474}
minimo {69473,-69473}
minimo {69472,-69472}
minimo {69471,-69471}
minimo {69470,-69470}
minimo {69469,-69469}
minimo {69468,-69468}
minimo {69467,-69467}
minimo {69466,-69466}
minimo {69465,-69465}
minimo {69464,-69464}
minimo {69463,-69463}
minimo {69462,-69462}
minimo {69461,-69461}
minimo {69460,-69460}
minimo {69459,-69459}
minimo {69458,-69458}
minimo {69457,-69457}
minimo {69456,-69456}
minimo {69455,-69455}
minimo {69454,-69454}
minimo {69453,-69453}
minimo {69452,-69452}
minimo {69451,-69451}
minimo {69450,-69450}
minimo {69449,-69449}
minimo {69448,-69448}
minimo {69447,-69447}
minimo {69446,-69446}
minimo {69445,-69445}
minimo {69444,-69444}
minimo {69443,-69443}
minimo {69442,-69442}
minimo {69441,-69441}
minimo {69440,-69440}
minimo {69439,-69439}
minimo {69438,-69438}
minimo {69437,-69437}
minimo {69436,-69436}
